1,0000,0.2173,0.2488,0.3645,0.9875,12,0.5413
1,0000,0.2173,0.2488,0.3645,0.9875,80,0.439
1,0001,0.2114,0.2651,0.3585,0.9889,12,0.4189
1,0001,0.2114,0.2651,0.3585,0.9889,80,0.4107
1,0005,0.5347,0.325,0.6582,0.871,17,0.4355
1,0006,0.5387,0.3243,0.662,0.8725,17,0.4289
1,0006,0.2269,0.2569,0.3788,0.9718,17,0.4241
1,0007,0.3681,0.2661,0.5327,0.9406,17,0.4041
1,0010,0.2246,0.2485,0.4002,0.9485,17,0.4172
1,0014,0.2196,0.2826,0.4034,0.9374,17,0.4565
1,0014,0.5652,0.3329,0.7107,0.9202,17,0.4254
1,0015,0.2243,0.2905,0.395,0.915,17,0.4492
1,0015,0.5674,0.3345,0.7277,0.9191,17,0.4303
1,0015,0.4122,0.2915,0.6025,0.9386,17,0.4025
1,0026,0.5664,0.3641,0.7111,0.9355,17,0.4062
1,0027,0.2623,0.3454,0.3887,0.8805,17,0.4289
1,0027,0.5709,0.3654,0.7085,0.9315,17,0.4143
1,0028,0.2448,0.3341,0.3889,0.902,17,0.4342
1,0028,0.5707,0.3555,0.7126,0.9306,17,0.4272
1,0030,0.5729,0.3558,0.7171,0.925,17,0.445
1,0030,0.5729,0.3558,0.7171,0.925,64,0.4011
1,0030,0.4276,0.3011,0.6091,0.9131,64,0.4311
1,0031,0.2507,0.3433,0.3966,0.8879,17,0.6399
1,0031,0.5633,0.3576,0.7167,0.9367,17,0.6218
1,0031,0.4302,0.2996,0.5937,0.9127,17,0.5684
1,0031,0.005805,0.4173,0.2344,0.9282,17,0.5555
1,0032,0.2574,0.3367,0.3982,0.8732,17,0.4364
1,0032,0.5702,0.3595,0.7172,0.9307,17,0.4171
1,0033,0.5671,0.354,0.7167,0.9388,17,0.5523
1,0033,0.262,0.3282,0.4108,0.9039,17,0.4464
1,0034,0.5681,0.3536,0.7213,0.9421,17,0.4525
1,0035,0.2685,0.3343,0.4147,0.904,17,0.4921
1,0035,0.5697,0.3554,0.7192,0.936,17,0.4893
1,0035,0.4082,0.3011,0.6037,0.9111,17,0.4303
1,0036,0.2567,0.3355,0.4122,0.902,17,0.7057
1,0036,0.5674,0.3544,0.719,0.936,17,0.6873
1,0036,0.4245,0.2804,0.5906,0.9092,17,0.5993
1,0036,0.3867,0.3449,0.4711,0.8012,17,0.4341
1,0037,0.5679,0.3521,0.7215,0.9267,17,0.6362
1,0037,0.4318,0.2824,0.6024,0.92,17,0.5947
1,0038,0.5675,0.3534,0.7261,0.9352,17,0.6495
1,0038,0.4293,0.2701,0.602,0.9272,17,0.542
1,0039,0.5685,0.3523,0.7195,0.913,17,0.6181
1,0039,0.4372,0.2667,0.5934,0.9164,17,0.5389
1,0040,0.4368,0.2826,0.6196,0.9254,64,0.4219
1,0040,0.2459,0.3294,0.4255,0.8998,17,0.401
1,0041,0.2739,0.327,0.4198,0.902,17,0.6751
