1,0000,0.2192,0.2513,0.488,0.9819,11,0.7992
2,0000,0.4608,0.3444,0.6687,0.7262,11,0.9897
2,0000,0.4608,0.3444,0.6687,0.7262,17,0.5511
3,0000,0.4927,0.4136,0.7073,0.665,11,0.7377
3,0001,0.4896,0.4127,0.7016,0.6717,11,0.7104
3,0002,0.4851,0.4132,0.7136,0.6672,11,0.5881
3,0003,0.4814,0.4145,0.7198,0.6636,11,0.4583
3,0006,0.4796,0.3964,0.6847,0.6705,6,0.4321
3,0007,0.4811,0.3788,0.6761,0.6689,6,0.5366
3,0008,0.4802,0.3644,0.6676,0.6703,6,0.6479
3,0009,0.479,0.3429,0.6653,0.6679,6,0.4703
3,0010,0.4739,0.3196,0.6767,0.6759,6,0.4549
3,0011,0.4734,0.311,0.6588,0.6814,6,0.6593
3,0012,0.4717,0.3004,0.6549,0.6699,6,0.6622
3,0012,0.4717,0.3004,0.6549,0.6699,14,0.4206
3,0013,0.4756,0.2773,0.6553,0.6787,6,0.7341
3,0013,0.4756,0.2773,0.6553,0.6787,14,0.4554
3,0014,0.4813,0.2655,0.6522,0.6787,14,0.5652
3,0014,0.4813,0.2655,0.6522,0.6787,6,0.4932
3,0015,0.4869,0.2555,0.6542,0.6802,14,0.528
3,0016,0.4843,0.2511,0.6589,0.6884,14,0.4856
3,0017,0.4934,0.2469,0.6536,0.683,12,0.5067
3,0017,0.4934,0.2469,0.6536,0.683,14,0.4404
3,0018,0.4959,0.2454,0.6538,0.686,12,0.6853
3,0018,0.4959,0.2454,0.6538,0.686,80,0.4002
3,0019,0.5045,0.2434,0.654,0.6704,12,0.4807
3,0020,0.5104,0.2442,0.6574,0.671,12,0.5373
3,0021,0.5137,0.2441,0.6567,0.67,12,0.7032
3,0022,0.5149,0.2373,0.6568,0.6693,12,0.7659
3,0023,0.5156,0.2401,0.6613,0.662,12,0.857
3,0023,0.5156,0.2401,0.6613,0.662,80,0.4495
3,0024,0.5251,0.245,0.6688,0.6349,12,0.819
3,0024,0.5251,0.245,0.6688,0.6349,80,0.4417
